ID_Number,Activity,Start_Time,End_Time,Sleep_Location,Break_Location
93,I,8;00,13;37,,Off train
93,W,13;37,15;55,,
93,C,16;32,17;05,,
93,P,17;05,21;00,,
93,S,21;00,4;00,H,
93,S,8;30,10;30,A,
93,P,4;00,4;35,,
93,C,4;35,5;23,,
93,W,5;23,8;15,,
93,I,8;15,13;45,,Off train
93,S,8;30,10;30,A,
93,W,13;45,16;00,,
93,L,16;00,16;30,,
93,C,16;30,16;40,,
93,P,16;40,22;00,,
93,S,22;00,4;00,H,
93,P,4;00,4;35,,
93,C,4;35,5;23,,
93,W,5;23,8;15,,
93,I,8;15,13;45,,Off train
93,S,11;00,12;15,A,
93,W,13;45,16;00,,
93,L,16;00,16;30,,
93,C,16;30,17;05,,
93,P,17;05,22;10,,
93,S,22;10,4;00,H,
93,P,4;00,4;35,,
93,C,4;35,5;23,,
93,W,5;23,8;15,,
93,I,8;15,13;45,,Off train
93,S,9;15,10;15,A,
93,W,13;45,16;00,,
93,L,16;00,16;30,,
93,C,16;30,17;05,,
93,P,17;05,21;00,,
93,S,21;00,3;00,H,
93,P,3;00,4;35,,
93,C,4;35,5;23,,
93,W,5;23,8;15,,
93,I,8;15,13;45,,Off train
93,S,9;00,10;05,A,
93,W,13;45,16;05,,
93,L,16;05,16;35,,
93,C,16;35,17;10,,
93,P,17;10,23;30,,
93,S,23;30,7;45,H,
93,P,7;45,23;30,,
93,S,23;30,8;00,H,
93,P,8;00,9;30,,
93,S,9;30,10;30,H,
93,P,10;30,22;30,,
93,S,22;30,4;00,H,
93,P,4;00,4;40,,
93,C,4;40,5;30,,
93,W,5;30,8;45,,
93,I,8;45,13;45,,Off train
93,W,13;45,16;05,,
93,L,16;05,16;35,,
93,C,16;35,17;10,,
93,P,17;10,22;10,,
93,S,22;10,4;10,H,
93,P,4;10,4;40,,
93,C,4;40,5;25,,
93,W,5;25,8;15,,
93,I,8;15,13;45,,Off train
93,W,13;45,16;05,,
93,L,16;05,16;35,,
93,C,16;35,17;10,,
93,P,17;10,20;30,,
93,S,20;30,4;10,H,
93,P,4;10,4;40,,
93,C,4;40,5;23,,
93,W,5;23,8;15,,
93,I,8;15,13;45,,Off train
93,W,13;45,16;05,,
93,L,16;05,16;35,,
93,C,16;35,17;10,,
93,P,17;10,19;20,,
93,S,19;20,4;00,H,
93,P,4;00,4;40,,
93,C,4;40,5;25,,
93,W,5;25,8;15,,
93,I,8;15,13;45,,Off train
93,W,13;45,16;05,,
93,L,16;05,16;35,,
93,C,16;35,17;15,,
93,P,17;15,21;45,,
93,S,21;45,4;10,H,
93,P,4;10,4;45,,
93,C,4;45,5;25,,
93,W,5;25,8;15,,
93,I,8;15,13;45,,Off train
93,W,13;45,16;05,,
93,L,16;05,16;35,,
93,C,16;35,17;10,,
93,P,17;10,23;30,,
93,S,23;30,8;15,H,
93,P,8;15,23;15,,
93,S,23;15,7;45,H,
93,P,7;45,14;30,,
93,S,14;30,16;00,H,
93,P,16;00,21;30,,
93,S,21;30,0;00,H,
109,S,0;00,9;30,H,
109,P,9;30,14;20,,
109,C,14;20,14;35,,
109,W,14;35,21;30,,
109,C,21;30,21;50,,
109,P,21;50,0;30,,
109,S,0;30,7;00,A,
109,P,7;00,8;30,,
109,C,8;30,8;50,,
109,W,8;50,17;00,,
109,C,17;00,17;30,,
109,P,17;30,23;00,,
109,S,23;00,2;00,H,
109,P,2;00,5;00,,
109,S,5;00,9;00,H,
109,P,9;00,0;30,,
109,S,0;30,8;30,H,
109,P,8;30,1;00,,
93,L,15;55,16;32,,
109,S,1;00,4;00,H,
109,P,4;00,5;00,,
109,S,5;00,9;00,H,
109,P,9;00,1;30,,
109,S,1;30,9;00,H,
109,P,9;00,14;40,,
109,C,14;40,14;58,,
109,W,14;58,21;30,,
109,C,21;30,21;45,,
109,P,21;45,0;30,,
109,S,0;30,8;00,A,
109,P,8;00,9;20,,
109,C,9;20,9;37,,
109,W,9;37,15;45,,
109,C,15;45,16;00,,
109,P,16;00,23;00,,
109,S,23;00,8;30,H,
109,P,8;30,14;20,,
109,C,14;20,14;35,,
109,W,14;35,21;30,,
109,C,21;30,22;00,,
109,P,22;00,1;00,,
109,S,1;00,7;45,A,
109,P,7;45,8;30,,
109,C,8;30,8;45,,
109,W,8;45,16;15,,
109,C,16;15,16;45,,
109,P,16;45,21;30,,
109,S,21;30,5;30,H,
109,P,5;30,3;00,,
109,S,3;00,11;00,H,
109,P,11;00,14;20,,
109,C,14;20,14;35,,
109,W,14;35,21;30,,
109,C,21;30,22;00,,
109,P,22;00,0;00,,
109,S,0;00,7;30,A,
109,P,7;30,8;30,,
109,C,8;30,8;45,,
109,W,8;45,16;00,,
109,C,16;00,17;00,,
109,P,17;00,0;30,,
109,S,0;30,8;45,H,
109,P,8;45,14;45,,
109,C,14;45,15;00,,
109,W,15;00,21;30,,
109,C,21;30,22;00,,
109,P,22;00,0;30,,
109,S,0;30,8;15,A,
109,P,8;15,10;00,,
109,C,10;00,10;15,,
109,W,10;15,16;45,,
109,C,16;45,17;15,,
109,P,17;15,23;30,,
109,S,23;30,0;00,H,
125,P,0;00,1;30,,
125,S,1;30,9;30,H,
125,P,9;30,12;50,,
125,C,12;50,14;22,,
125,W,14;22,18;45,,
125,B,18;45,19;30,,Off train
125,W,19;30,22;22,,
125,C,22;22,0;00,,
125,P,0;00,1;30,,
125,S,1;30,9;30,H,
125,P,9;30,12;50,,
125,C,12;50,14;22,,
125,W,14;22,18;45,,
125,B,18;45,19;30,,Off train
125,W,19;30,22;22,,
125,C,22;22,0;00,,
125,P,0;00,1;30,,
125,S,1;30,9;30,H,
125,P,9;30,12;50,,
125,C,12;50,14;22,,
125,W,14;22,18;45,,
125,B,18;45,19;30,,Off train
125,W,19;30,22;22,,
125,C,22;22,0;00,,
125,P,0;00,1;30,,
125,S,1;30,9;30,H,
125,P,9;30,12;50,,
125,C,12;50,14;22,,
125,W,14;22,18;45,,
125,B,18;45,19;30,,Off train
125,W,19;30,22;22,,
125,C,22;22,0;00,,
125,P,0;00,1;30,,
125,S,1;30,9;30,H,
125,P,9;30,12;50,,
125,C,12;50,14;22,,
125,W,14;22,18;45,,
125,B,18;45,19;30,,Off train
125,W,19;30,22;22,,
125,C,22;22,0;00,,
125,P,0;00,3;00,,
125,S,3;00,8;30,H,
125,P,8;30,0;00,,
125,S,0;00,10;00,H,
125,P,10;00,0;00,,
125,P,0;00,1;30,,
125,S,1;30,9;30,H,
125,P,9;30,12;50,,
125,C,12;50,14;22,,
125,W,14;22,18;45,,
125,B,18;45,19;30,,Off train
125,W,19;30,22;22,,
125,C,22;22,0;00,,
125,S,0;00,9;30,H,
125,P,9;30,12;50,,
125,C,12;50,14;22,,
125,W,14;22,18;45,,
125,B,18;45,19;30,,Off train
125,W,19;30,22;22,,
125,C,22;22,0;00,,
125,P,0;00,1;30,,
125,S,1;30,9;30,H,
125,P,9;30,12;55,,
125,C,12;55,14;22,,
125,W,14;22,18;45,,
125,B,18;45,19;30,,Off train
125,W,19;30,22;22,,
125,C,22;22,0;00,,
125,P,0;00,1;30,,
125,S,1;30,9;30,H,
125,P,9;30,12;50,,
125,C,12;50,14;22,,
125,W,14;22,18;45,,
125,B,18;45,19;30,,Off train
125,W,19;30,22;22,,
125,C,22;22,0;00,,
125,S,0;00,10;00,H,
125,P,10;00,12;50,,
125,C,12;50,14;22,,
125,W,14;22,18;45,,
125,B,18;45,19;30,,Off train
125,W,19;30,22;22,,
125,C,22;22,0;00,,
125,P,0;00,2;30,,
125,S,2;30,10;00,H,
125,P,10;00,0;00,,
125,S,0;00,11;00,H,
125,P,11;00,0;00,,
132,S,0;00,4;40,H,
132,P,4;40,5;40,,
132,C,5;40,6;15,,
132,W,6;15,10;30,,
132,L,10;30,12;30,,
132,C,12;30,13;00,,
132,P,13;00,23;30,,
132,S,23;30,8;30,H,
132,P,8;30,9;40,,
132,C,9;40,10;30,,
132,W,10;30,14;00,,
132,I,14;00,18;00,,Off train
132,W,18;00,23;00,,
132,C,23;00,0;00,,
132,P,0;00,1;00,,
132,S,1;00,4;40,,
132,P,4;40,5;40,,
132,C,5;40,7;00,,
132,W,7;00,10;30,,
132,I,10;30,18;00,,Off train
132,W,18;00,22;15,,
132,C,22;15,23;00,,
132,P,23;00,2;00,,
132,S,11;30,15;30,A,
132,S,2;00,9;30,H,
132,P,9;30,23;30,,
132,S,23;30,4;40,H,
132,P,4;40,5;40,,
132,C,5;40,7;00,,
132,W,7;00,10;30,,
132,I,10;30,18;00,,Off train
132,S,12;00,15;00,H,
132,W,18;00,22;30,,
132,C,22;30,23;30,,
132,P,23;30,1;30,,
132,S,1;30,9;30,H,
132,P,9;30,23;30,,
132,S,23;30,4;40,H,
132,P,4;40,5;40,,
132,C,5;40,7;00,,
132,W,7;00,10;30,,
132,I,10;30,18;00,,Off train
132,S,12;30,15;30,A,
132,W,18;00,22;30,,
132,C,22;30,23;30,,
132,P,23;30,2;00,,
132,S,2;00,10;00,H,
132,P,10;00,23;30,,
132,S,23;30,10;00,H,
132,P,10;00,23;30,,
132,S,23;30,8;30,H,
132,P,8;30,23;30,,
132,S,23;30,4;40,H,
132,P,4;40,5;40,,
132,C,5;40,7;00,,
132,W,7;00,10;30,,
132,I,10;30,18;00,,Off train
132,W,18;00,22;30,,
132,C,22;30,23;30,,
132,P,23;30,2;00,,
132,S,2;00,9;00,H,
132,P,9;00,23;30,,
132,S,23;30,4;40,H,
132,P,4;40,5;40,,
132,C,5;40,7;00,,
132,W,7;00,10;30,,
132,I,10;30,18;00,,Off train
132,S,14;00,16;00,A,
132,W,18;00,22;30,,
132,C,22;30,23;30,,
132,P,23;30,1;30,,
132,S,1;30,9;00,H,
132,P,9;00,23;30,,
132,S,23;30,0;00,H,
141,S,0;00,7;30,H,
141,P,7;30,13;30,,
141,C,13;30,14;30,,
141,W,14;30,23;45,,
141,C,23;45,1;30,,
141,S,1;30,7;00,H,
141,P,7;00,8;00,,
141,S,8;00,9;30,H,
141,P,9;30,13;30,,
141,C,13;30,14;30,,
141,W,14;30,23;45,,
141,C,23;45,0;20,,
141,P,0;20,1;15,,
141,S,1;15,7;00,H,
141,P,7;00,13;30,,
141,C,13;30,14;30,,
141,W,14;30,23;45,,
141,C,23;45,0;20,,
141,P,0;20,1;30,,
141,S,1;30,7;00,H,
141,P,7;00,9;30,,
141,S,9;30,10;45,H,
141,P,10;45,13;30,,
141,C,13;30,14;30,,
141,W,14;30,19;00,,
141,B,19;00,19;40,,Train
141,P,0;25,1;20,,
141,S,1;20,7;00,H,
141,P,7;00,7;45,,
141,S,7;45,10;15,H,
141,P,10;15,13;30,,
141,C,13;30,14;30,,
141,W,14;30,23;45,,
141,C,23;45,0;20,,
141,P,0;20,1;30,,
141,S,1;30,11;00,H,
141,P,11;00,14;10,,
141,C,14;10,14;50,,
141,W,14;50,0;05,,
141,C,0;05,0;30,,
141,P,0;30,2;00,,
141,S,2;00,11;15,H,
141,P,11;15,23;00,,
141,S,23;00,5;10,H,
141,C,5;10,5;57,,
141,W,5;57,9;04,,
141,B,9;04,13;00,,Off train
141,S,10;30,12;00,A,
141,W,13;00,18;04,,
141,C,18;04,18;40,,
141,P,18;40,22;30,,
141,S,22;30,7;00,H,
141,P,7;00,8;00,,
141,S,8;00,11;00,H,
141,P,11;00,15;00,,
141,C,15;00,15;40,,
141,W,15;40,22;50,,
141,S,22;50,23;30,A,
141,W,23;30,2;10,,
141,C,2;10,2;30,,
141,P,2;30,3;00,,
141,S,3;00,11;30,H,
141,P,11;30,16;00,,
141,C,16;00,17;00,,
141,W,17;00,0;10,,
141,C,0;10,0;40,,
141,S,0;40,7;00,H,
141,P,7;00,8;30,,
141,S,8;30,10;30,H,
141,P,10;30,23;00,,
141,S,23;00,4;30,H,
141,C,4;30,5;30,,
141,W,5;30,15;15,,
141,S,8;00,10;30,A,
141,C,15;15,16;00,,
141,P,16;00,22;00,,
141,S,22;00,7;00,H,
141,P,7;00,7;30,,
141,C,7;30,8;00,,
141,W,8;00,16;00,,
141,C,16;00,16;30,,
141,P,16;30,22;30,,
141,S,22;30,5;15,H,
141,P,5;15,5;40,,
141,C,5;40,6;20,,
141,W,6;20,14;00,,
141,C,14;00,14;30,,
141,P,14;30,0;00,,
157,S,0;00,3;30,H,
157,P,3;30,4;40,,
157,C,4;40,5;15,,
157,W,5;15,12;45,,
157,I,12;45,16;45,,Off train
157,S,13;30,14;40,A,
157,W,16;45,19;53,,
157,C,19;53,20;30,,
157,P,20;30,21;30,,
157,S,21;30,3;30,H,
157,P,3;30,4;40,,
157,C,4;40,5;15,,
157,W,5;15,12;45,,
157,I,12;45,16;45,,Off train
157,S,14;20,15;50,A,
157,W,16;45,19;53,,
157,C,19;53,20;30,,
157,P,20;30,21;30,,
157,S,21;30,3;30,H,
157,P,3;30,4;40,,
157,C,4;40,5;15,,
157,W,5;15,11;53,,
157,I,11;53,16;12,,Off train
157,S,12;20,14;40,A,
157,W,16;12,19;53,,
157,C,19;53,20;30,,
157,P,20;30,21;30,,
157,S,21;30,3;30,H,
157,P,3;30,4;40,,
157,C,4;40,5;15,,
157,W,5;15,11;53,,
157,I,11;53,16;19,,Off train
157,S,14;20,15;20,H,
157,W,16;19,19;53,,
157,C,19;53,20;30,,
157,P,20;30,21;30,,
157,S,21;30,3;30,H,
157,P,3;30,4;40,,
157,C,4;40,5;15,,
157,W,5;15,12;10,,
157,I,12;10,16;12,,Off train
157,S,15;30,16;12,A,
157,W,16;12,19;53,,
157,C,19;53,20;30,,
157,P,20;30,22;30,,
157,S,22;30,6;30,H,
157,P,6;30,22;30,,
157,S,22;30,7;00,H,
157,P,7;00,22;00,,
157,S,22;00,3;30,H,
157,P,3;30,4;40,,
157,C,4;40,5;15,,
157,W,5;15,11;53,,
157,I,11;53,16;12,,Off train
157,S,12;30,14;30,A,
157,W,16;12,19;53,,
157,C,19;53,20;30,,
157,P,20;30,21;30,,
157,S,21;30,3;30,H,
157,P,3;30,4;40,,
157,C,4;40,5;15,,
157,W,5;15,12;10,,
157,I,12;10,16;12,,Off train
157,S,12;30,13;45,A,
157,W,16;12,19;53,,
157,C,19;53,20;30,,
157,P,20;30,22;00,,
157,S,22;00,3;30,H,
157,P,3;30,4;40,,
157,C,4;40,5;15,,
157,W,5;15,11;53,,
157,I,11;53,16;12,,Off train
157,S,12;30,13;30,A,
157,W,16;12,20;30,,
157,C,20;30,21;10,,
157,P,21;10,22;00,,
157,S,22;00,3;30,H,
157,P,3;30,4;40,,
157,C,4;40,5;15,,
157,W,5;15,11;53,,
157,I,11;53,16;12,,Off train
157,S,15;30,16;12,A,
157,W,16;12,20;45,,
157,C,20;45,21;15,,
157,P,21;15,21;45,,
157,S,21;45,3;30,H,
157,P,3;30,4;40,,
157,C,4;40,5;15,,
157,W,5;15,11;53,,
157,S,12;30,13;30,A,
157,W,16;12,19;53,,
157,C,19;53,20;23,,
157,P,20;23,22;00,,
157,S,22;00,7;00,H,
157,I,11;53,16;12,,Off train
157,P,7;00,13;00,,
157,S,13;00,14;00,H,
157,P,14;00,23;30,,
157,S,23;30,7;00,H,
157,P,7;00,22;00,,
157,S,22;00,0;00,H,
159,S,0;00,4;30,H,
159,P,4;30,5;00,,
159,C,5;00,6;00,,
159,W,6;00,15;30,,
159,C,15;30,16;30,,
159,P,16;30,22;30,,
159,S,22;30,6;30,H,
159,P,6;30,12;00,,
159,C,12;00,13;00,,
159,W,13;00,22;30,,
159,C,22;30,23;30,,
159,P,23;30,0;00,,
159,S,0;00,6;30,H,
159,P,6;30,12;00,,
159,C,12;00,13;00,,
159,W,13;00,22;30,,
159,C,22;30,23;30,,
159,P,23;30,0;00,,
159,C,12;00,13;00,,
159,W,13;00,22;30,,
159,C,22;30,23;30,,
159,S,23;30,7;00,H,
159,P,7;00,12;00,,
159,C,12;00,13;00,,
159,W,13;00,22;30,,
159,C,22;30,23;30,,
159,S,23;30,7;00,H,
159,P,7;00,13;15,,
159,C,13;15,14;15,,
159,W,14;15,19;45,,
159,C,19;45,20;45,,
159,S,20;45,6;30,H,
159,P,6;30,0;00,,
159,S,0;00,4;45,H,
159,P,4;45,5;15,,
159,C,5;15,6;15,,
159,W,6;15,15;30,,
159,C,15;30,16;30,,
159,P,16;30,19;30,,
159,S,19;30,6;00,H,
159,P,6;00,12;00,,
159,C,12;00,13;00,,
159,W,13;00,22;30,,
159,C,22;30,23;30,,
159,S,23;30,6;00,H,
159,P,6;00,12;00,,
159,C,12;00,13;00,,
159,W,13;00,22;30,,
159,C,22;30,23;30,,
159,S,23;30,7;00,H,
159,P,7;00,12;00,,
159,C,12;00,13;00,,
159,W,13;00,22;30,,
159,C,22;30,23;30,,
159,S,23;30,7;00,H,
159,P,7;00,12;00,,
159,C,12;00,13;00,,
159,W,13;00,22;30,,
159,C,22;30,23;30,,
159,S,23;30,6;30,H,
159,P,6;30,12;00,,
159,C,12;00,13;48,,
159,W,13;48,19;24,,
159,C,19;24,21;00,,
159,P,21;00,23;00,,
159,S,23;00,7;00,H,
159,P,7;00,22;00,,
159,S,22;00,0;00,H,
168,C,16;00,17;00,,
168,P,17;00,0;30,,
168,S,0;30,8;15,H,
168,P,8;15,23;45,,
168,S,23;45,7;30,H,
168,P,7;30,0;35,,
168,S,0;35,8;10,H,
168,P,8;10,1;00,,
168,S,1;00,9;00,H,
168,P,9;00,0;30,,
168,S,0;30,8;10,H,
168,P,8;10,0;30,,
168,S,0;30,8;00,H,
168,P,8;00,0;10,,
168,S,0;10,9;00,H,
168,P,9;00,1;10,,
168,S,1;10,9;15,H,
168,P,9;15,23;30,,
168,S,23;30,8;30,H,
168,P,8;30,23;45,,
168,S,23;45,8;45,H,
168,P,8;45,23;30,,
168,S,23;30,8;15,H,
168,P,8;15,23;00,,
168,S,23;00,8;50,H,
168,P,8;50,22;10,,
168,S,22;10,3;50,H,
168,P,3;50,4;15,,
168,C,4;15,5;15,,
168,W,5;15,13;15,,
168,C,13;15,14;30,,
168,P,14;30,0;00,,
164,S,1;30,7;00,H,
164,P,7;00,18;00,,
164,S,18;00,19;00,H,
164,P,19;00,20;30,,
164,C,20;30,21;34,,
164,W,21;34,2;45,,
164,B,2;45,3;45,,Train
164,W,3;45,4;45,,
164,B,4;45,5;17,,Train
164,W,5;17,8;04,,
164,C,8;04,9;00,,
164,P,9;00,10;30,,
164,S,10;30,16;10,H,
164,P,16;10,20;35,,
164,C,20;35,21;34,,
164,W,21;34,2;45,,
164,B,2;45,3;45,,Train
164,W,3;45,4;30,,
164,B,4;30,5;17,,Train
164,W,5;17,8;04,,
164,C,8;04,8;45,,
164,P,8;45,10;45,,
164,S,10;45,16;00,H,
164,P,16;00,18;00,,
164,S,18;00,19;00,H,
164,P,19;00,20;50,,
164,C,20;50,21;34,,
164,W,21;34,2;45,,
164,B,2;45,3;45,,Train
164,W,3;45,4;30,,
164,B,4;30,5;17,,Train
164,W,5;17,8;04,,
164,C,8;04,8;45,,
164,P,8;45,10;00,,
164,S,10;00,15;30,H,
164,P,15;30,21;45,,
164,S,21;45,6;50,H,
164,P,6;50,14;30,,
164,S,14;30,18;30,H,
164,P,18;30,20;30,,
164,C,20;30,21;34,,
164,W,21;34,2;45,,
164,B,2;45,3;45,,Train
164,W,3;45,4;30,,
164,B,4;30,5;17,,Train
164,W,5;17,8;04,,
164,C,8;04,8;45,,
164,S,8;45,11;50,H,
164,P,11;50,0;00,,
164,P,8;00,20;30,,
164,C,20;30,21;34,,
164,W,21;34,0;50,,
164,B,0;50,1;20,,Train
164,W,1;20,3;00,,
164,B,3;00,3;45,,Train
164,W,3;45,4;45,,
164,B,4;45,5;17,,Train
164,W,5;17,8;04,,
164,C,8;04,8;45,,
164,P,8;45,20;30,,
164,C,20;30,21;34,,
164,W,21;34,0;30,,
164,B,0;30,1;20,,Train
164,W,1;20,3;00,,
164,B,3;00,3;45,,Train
164,W,3;45,4;35,,
164,B,4;35,5;17,,Train
164,W,5;17,8;04,,
164,C,8;04,8;45,,
164,P,8;45,9;30,,
164,S,9;30,16;30,H,
164,P,16;30,20;30,,
164,C,20;30,21;34,,
164,W,21;34,0;40,,
164,B,0;40,1;20,,Train
164,W,1;20,2;40,,
164,B,2;40,3;40,,Train
164,W,3;40,4;40,,
164,B,4;40,5;17,,Train
164,W,5;17,8;04,,
164,C,8;04,8;45,,
164,P,8;45,10;00,,
164,S,10;00,17;00,H,
164,P,17;00,20;30,,
164,C,20;30,21;34,,
164,B,0;45,1;20,,Train
164,W,21;34,0;45,,
164,W,1;20,2;45,,
164,B,2;45,3;45,,Train
164,W,3;45,4;40,,
164,B,4;40,5;17,,Train
164,W,5;17,8;04,,
164,C,8;04,8;45,,
164,P,8;45,10;00,,
164,S,10;00,17;00,H,
164,P,17;00,20;30,,
164,C,20;30,21;34,,
164,W,21;34,0;30,,
164,B,0;30,1;20,,Train
164,W,1;20,2;35,,
164,B,2;35,3;45,,Train
164,W,3;45,6;40,,
164,C,6;40,7;20,,
164,P,7;20,10;30,,
164,S,10;30,17;45,H,
164,P,17;45,7;10,,
164,S,7;10,16;45,H,
164,S,0;30,8;10,H,
164,P,8;10,0;00,,
170,S,0;00,8;30,H,
170,P,8;30,14;00,,
170,C,14;00,15;00,,
170,W,15;00,17;30,,
170,B,17;30,18;30,,Off train
170,W,18;30,3;00,,
170,C,3;00,3;45,,
170,S,3;45,9;45,H,
170,P,9;45,14;00,,
170,C,14;00,15;00,,
170,W,15;00,17;30,,
170,B,17;30,18;30,,Off train
170,W,18;30,3;00,,
170,C,3;00,3;45,,
170,S,3;45,9;30,H,
170,P,9;30,14;00,,
170,C,14;00,15;00,,
170,W,15;00,17;30,,
170,B,17;30,18;30,,Off train
170,W,18;30,3;00,,
170,C,3;00,3;45,,
170,S,3;45,9;15,H,
170,P,9;15,14;00,,
170,C,14;00,15;00,,
170,W,15;00,17;30,,
170,B,17;30,18;30,,Off train
170,W,18;30,3;00,,
170,C,3;00,3;45,,
170,P,3;45,4;00,,
170,S,4;00,10;00,H,
170,P,10;00,1;00,,
170,S,1;00,9;15,H,
170,P,9;15,18;00,,
170,C,18;00,19;00,,
170,W,19;00,23;00,,
170,P,23;00,1;30,,
170,S,1;30,9;00,H,
170,P,9;00,14;00,,
170,C,14;00,15;00,,
170,W,15;00,17;30,,
170,B,17;30,18;30,,Off train
170,W,18;30,3;00,,
170,C,3;00,3;45,,
170,S,3;45,9;00,H,
170,P,9;00,14;00,,
170,C,14;00,15;00,,
170,W,15;00,19;00,,
170,B,19;00,20;00,,Off train
170,W,20;00,23;00,,
170,C,23;00,23;45,,
170,P,23;45,1;00,,
170,S,1;00,8;00,H,
170,P,8;00,14;00,,
170,C,14;00,15;00,,
170,W,15;00,19;00,,
170,B,19;00,20;00,,Off train
170,W,20;00,23;00,,
170,C,23;00,23;45,,
170,P,23;45,1;00,,
170,S,1;00,8;00,H,
170,P,8;00,14;00,,
170,C,14;00,15;00,,
170,W,15;00,19;00,,
170,B,19;00,20;00,,Off train
170,W,20;00,23;00,,
170,C,23;00,23;45,,
170,P,23;45,1;00,,
170,S,1;00,8;30,H,
170,P,8;30,14;00,,
170,C,14;00,15;00,,
170,W,15;00,19;00,,
170,B,19;00,20;00,,Off train
170,W,20;00,23;00,,
170,C,23;00,23;45,,
170,P,23;45,2;00,,
170,S,2;00,9;00,H,
170,P,9;00,2;00,,
170,S,2;00,8;00,H,
170,P,8;00,1;00,,
170,S,1;00,9;00,H,
170,P,9;00,14;00,,
170,C,14;00,15;00,,
170,W,15;00,17;30,,
170,B,17;30,18;30,,Off train
170,W,18;30,0;00,,
176,S,0;00,4;40,H,
176,P,4;40,4;50,,
176,C,4;50,5;35,,
176,W,5;35,6;20,,
176,B,6;20,6;46,,Off train
176,W,6;46,10;35,,
176,B,10;35,12;15,,Off train
176,W,12;15,13;10,,
176,C,13;10,13;50,,
176,P,13;50,21;45,,
176,S,21;45,4;49,H,
176,P,4;49,4;59,,
176,C,4;59,5;35,,
176,W,5;35,9;05,,
176,B,9;05,9;46,,Off train
176,W,9;46,10;45,,
176,B,10;45,12;15,,Off train
176,W,12;15,13;10,,
176,C,13;10,13;45,,
176,P,13;45,16;00,,
176,S,16;00,17;15,H,
176,P,17;15,22;00,,
176,S,22;00,4;49,H,
176,P,4;49,4;59,,
176,C,4;59,5;35,,
176,W,5;35,6;15,,
176,B,6;15,6;46,,Off train
176,W,6;46,7;20,,
176,B,7;20,7;47,,Off train
176,W,7;47,10;40,,
176,B,10;40,12;15,,Off train
176,W,12;15,13;10,,
176,C,13;10,13;45,,
176,P,13;45,16;00,,
176,S,16;00,17;15,H,
176,P,17;15,22;00,,
176,S,22;00,4;49,H,
176,P,4;49,4;59,,
176,C,4;59,5;35,,
176,W,5;35,6;10,,
176,B,6;10,6;46,,Off train
176,W,6;46,10;40,,
176,B,10;40,12;15,,Off train
176,W,12;15,13;10,,
176,C,13;10,13;45,,
176,P,13;45,16;00,,
176,S,16;00,16;45,H,
176,P,16;45,23;00,,
176,S,23;00,4;49,H,
176,P,4;49,4;59,,
176,C,4;59,5;35,,
176,W,5;35,6;20,,
176,B,6;20,6;46,,Off train
176,W,6;46,10;40,,
176,B,10;40,12;15,,Off train
176,W,12;15,13;10,,
176,C,13;10,13;40,,
176,P,13;40,15;45,,
176,S,15;45,16;45,H,
176,P,16;45,22;00,,
176,S,22;00,7;10,H,
176,P,7;10,23;30,,
176,S,23;30,8;30,H,
176,P,8;30,22;00,,
176,S,22;00,4;49,H,
176,P,4;49,4;59,,
176,C,4;59,5;35,,
176,W,5;35,6;15,,
176,B,6;15,6;46,,Off train
176,W,6;46,10;35,,
176,B,10;35,12;15,,Off train
176,W,12;15,13;10,,
176,C,13;10,13;45,,
176,P,13;45,15;35,,
176,S,15;35,16;45,H,
176,P,16;45,22;00,,
176,S,22;00,4;47,H,
176,P,4;47,4;59,,
176,C,4;59,5;35,,
176,W,5;35,6;15,,
176,B,6;15,6;46,,Off train
176,W,6;46,10;40,,
176,B,10;40,12;15,,Off train
176,W,12;15,13;10,,
176,C,13;10,13;45,,
176,P,13;45,22;00,,
176,S,22;00,4;47,H,
176,P,4;47,4;59,,
176,C,4;59,5;35,,
176,W,5;35,6;15,,
176,B,6;15,6;46,,Off train
176,W,6;46,10;35,,
176,B,10;35,12;15,,Off train
176,W,12;15,13;05,,
176,C,13;05,13;45,,
176,P,13;45,22;30,,
176,S,22;30,4;49,H,
176,P,4;49,4;59,,
176,C,4;59,5;35,,
176,W,5;35,6;15,,
176,B,6;15,6;46,,Off train
176,W,6;46,10;35,,
176,B,10;35,12;15,,Off train
176,W,12;15,13;05,,
176,C,13;05,13;45,,
176,P,13;45,15;00,,
176,S,15;00,16;45,H,
176,P,16;45,23;30,,
176,S,23;30,4;47,H,
176,P,4;47,4;59,,
176,C,4;59,5;35,,
176,W,5;35,6;15,,
176,B,6;15,6;46,,Off train
176,W,6;46,10;40,,
176,B,10;40,12;15,,Off train
176,W,12;15,13;05,,
176,C,13;05,13;45,,
176,P,13;45,16;45,,
176,S,16;45,17;20,H,
176,P,17;20,23;30,,
176,S,23;30,7;45,H,
176,P,7;45,23;30,,
176,S,23;30,7;30,H,
176,P,7;30,22;00,,
176,S,22;00,0;00,H,
179,P,4;00,4;20,,
179,W,4;42,6;38,,
179,B,6;38,9;20,,Off train
179,W,9;20,13;38,,
179,C,13;38,13;58,,
179,P,13;58,18;30,,
179,S,18;30,19;00,H,
179,P,19;00,23;30,,
179,S,23;30,4;00,H,
179,P,4;00,4;20,,
179,W,4;42,6;30,,
179,B,6;30,9;30,,Off train
179,W,9;30,13;38,,
179,C,13;38,13;58,,
179,P,13;58,23;30,,
179,S,23;30,4;00,H,
179,P,4;00,4;20,,
179,W,4;42,6;45,,
